client_id,nom,prenom,age,ville,population_ville,revenu_annuel,type_compte,solde,statut
5952,Dupont,Ines,66.0,Nantes,320000,87427,Premium,111481.5,Inactif
5953,Moreau,Chloe,71.0,Clermont-Ferrand,145000,33188,Premium,105869.41,Inactif
5954,Dupont,Sarah,50.0,Angers,150000,33417,Premium,106569.56,Inactif
5955,Moreau,Pierre,48.0,Caen,110000,79330,Courant,94777.31,Actif
5956,Robert,Hugo,49.0,Perpignan,120000,66118,Courant,9843.42,Inactif
5957,Laurent,Julie,40.0,Limoges,130000,88577,Courant,5312.7,Actif
5958,Martin,Julie,78.0,Brest,140000,108749,Epargne,11715.92,Actif
5959,Richard,Hugo,78.0,Nîmes,150000,80390,Courant,102965.84,Actif
5960,Martin,Julie,60.0,Nantes,320000,100106,Courant,87396.04,Actif
5961,Roux,Sophie,38.0,Nîmes,150000,46980,Premium,97836.37,Inactif
5962,Leroy,Sophie,79.0,Montpellier,300000,90411,Premium,20487.75,Actif
5963,Michel,Luc,29.0,Le Havre,165000,65869,Courant,6554.73,Inactif
5964,Leroy,Ines,62.0,Toulon,175000,38290,Courant,94504.68,Inactif
5965,Robert,Camille,50.0,Le Havre,165000,59304,Premium,3966.39,Inactif
5966,Dupont,Ines,28.0,Amiens,135000,148360,Premium,91645.15,Actif
5967,Durand,Paul,51.0,Toulon,175000,110732,Premium,52728.75,Inactif
5968,Petit,Emma,73.0,Angers,150000,59145,Premium,10794.47,Inactif
5969,Roux,Julie,33.0,Toulouse,490000,70685,Courant,71116.86,Inactif
5970,Fournier,Jean,64.0,Toulon,175000,46392,Epargne,31520.76,Inactif
5971,Lefevre,Manon,27.0,Lille,235000,93857,Epargne,22880.26,Actif
5972,Roux,Lina,78.0,Mulhouse,108000,134840,Courant,108450.67,Actif
5973,Michel,Sarah,73.0,Le Havre,165000,29325,Epargne,56401.26,Inactif
5974,Martin,Louis,62.0,Nantes,320000,112981,Premium,103732.33,Inactif
5975,Lefevre,Ines,40.0,Toulon,175000,92922,Premium,99858.58,Actif
5976,Michel,Sarah,40.0,Toulouse,490000,112655,Epargne,113521.28,Actif
5977,Dubois,Tom,47.0,Villeurbanne,160000,141343,Epargne,108952.71,Actif
5978,Girard,Sarah,20.0,Marseille,870000,73975,Premium,104499.0,Inactif
5979,Bertrand,Manon,55.0,Nantes,320000,127472,Premium,83370.34,Inactif
5980,Lefevre,Jean,66.0,Strasbourg,290000,91063,Courant,29595.74,Inactif
5981,Lefevre,Camille,72.0,Lyon,520000,55796,Premium,61407.77,Inactif
5982,Martin,Emma,76.0,Tours,135000,107095,Epargne,30027.65,Inactif
5983,David,Louis,49.0,Rennes,225000,121788,Epargne,84248.29,Inactif
5984,Moreau,Adam,75.0,Orléans,115000,49828,Courant,102055.3,Inactif
5985,David,Lucas,78.0,Rennes,225000,146841,Premium,111459.55,Inactif
5986,Bernard,Sophie,78.0,Reims,180000,21066,Courant,22724.18,Inactif
5987,Petit,Chloe,31.0,Limoges,130000,50923,Epargne,38800.29,Inactif
5988,Simon,Jean,77.0,Nîmes,150000,61572,Premium,82734.54,Inactif
5989,Laurent,Adam,54.0,Orléans,115000,95520,Courant,23356.76,Actif
5990,Richard,Pierre,19.0,Limoges,130000,93220,Courant,25738.3,Inactif
5991,Lefevre,Manon,56.0,Nantes,320000,86803,Epargne,31480.09,Inactif
5992,David,Pierre,20.0,Limoges,130000,88329,Premium,6146.8,Inactif
5993,Morel,Marie,47.0,Clermont-Ferrand,145000,133997,Premium,80438.9,Inactif
5994,Richard,Sophie,47.0,Villeurbanne,160000,100336,Epargne,50613.12,Actif
5995,Petit,Manon,54.0,Saint-Étienne,170000,107844,Epargne,67073.0,Inactif
5996,Moreau,Nathan,48.0,Lille,235000,34842,Epargne,108553.89,Actif
5997,Richard,Camille,45.0,Nice,340000,95166,Epargne,8858.9,Actif
5998,Bernard,Luc,24.0,Toulouse,490000,58458,Courant,111829.85,Inactif
5999,Robert,Hugo,60.0,Marseille,870000,54038,Premium,105704.85,Actif
6000,Bernard,Emma,21.0,Le Havre,165000,71713,Epargne,64916.9,Actif
6001,Morel,Ines,24.0,Montpellier,300000,89100,Courant,89754.16,Actif
6002,Leroy,Pierre,77.0,Amiens,135000,141231,Premium,102812.15,Actif
6003,Martin,Lucas,38.0,Paris,2148000,40213,Courant,11322.4,Actif
6004,LAURENT,Emma,53.0,Limoges,130000,64526,Epargne,15476.38,Actif
6005,Moreau,Paul,39.0,Lille,235000,24984,Premium,94695.08,Actif
6006,Richard,Chloe,65.0,Tours,135000,95456,Premium,100521.82,Inactif
6007,David,Sarah,63.0,Nice,340000,90316,Epargne,49891.41,Actif
6008,Martin,Louis,76.0,Limoges,130000,78440,Epargne,37637.62,Actif
6009,Moreau,Tom,79.0,Rennes,225000,81165,Premium,86094.66,Inactif
6010,David,Tom,33.0,Saint-Étienne,170000,73593,Courant,9038.99,Inactif
6011,Dupont,Louis,75.0,Nîmes,150000,145076,Premium,85647.05,Inactif
6012,Roux,Camille,78.0,Nice,340000,75398,Premium,89892.39,Inactif
6013,Martin,Luc,23.0,Le Havre,165000,62931,Epargne,73263.88,Inactif
6014,RICHARD,Chloe,21.0,Brest,140000,87751,Premium,19560.62,Actif
6015,Morel,Pierre,52.0,Paris,2148000,72923,Epargne,28100.42,Actif
6016,Lefevre,Manon,28.0,Orléans,115000,27612,Epargne,52594.13,Actif
6017,Durand,Paul,18.0,Limoges,130000,129879,Premium,91093.33,Actif
6018,Durand,Paul,61.0,Clermont-Ferrand,145000,107284,Courant,26193.65,Inactif
6019,Roux,Manon,48.0,Villeurbanne,160000,50400,Premium,10303.62,Actif
6020,David,Tom,23.0,Paris,2148000,137866,Courant,110551.02,Inactif
6021,Petit,Tom,35.0,Limoges,130000,122039,Premium,106923.48,Actif
6022,Moreau,Chloe,38.0,Nantes,320000,31764,Premium,102802.89,Actif
6023,Fournier,Jean,48.0,Rennes,225000,99821,Epargne,93085.17,Inactif
6024,David,Emma,52.0,Marseille,870000,127000,Epargne,117846.83,Actif
6025,Dupont,Camille,57.0,Saint-Étienne,170000,88639,Courant,13936.16,Actif
6026,Michel,Jean,69.0,Tours,135000,87038,Courant,73046.83,Actif
6027,Simon,Chloe,58.0,Reims,180000,109502,Epargne,45241.51,Actif
6028,Bertrand,Lina,49.0,Nîmes,150000,75749,Epargne,78036.65,Actif
6029,Durand,Tom,60.0,Nîmes,150000,88004,Epargne,722.73,Actif
6030,Girard,Marie,29.0,Dijon,155000,131887,Courant,57675.25,Inactif
6031,Leroy,Manon,21.0,Toulouse,490000,49047,Courant,107775.15,Actif
6032,Richard,Nathan,73.0,Tours,135000,61295,Courant,60373.99,Actif
6033,Simon,Luc,70.0,Tours,135000,113843,Epargne,101887.02,Inactif
6034,Dubois,Emma,78.0,Perpignan,120000,100320,Epargne,20338.17,Inactif
6035,Petit,Tom,34.0,Bordeaux,260000,55377,Premium,101708.4,Actif
6036,Morel,Julie,64.0,Angers,150000,96553,Courant,64141.51,Actif
6037,Roux,Paul,29.0,Mulhouse,108000,47390,Courant,115561.72,Inactif
6038,Richard,Adam,45.0,Clermont-Ferrand,145000,31312,Epargne,62017.71,Actif
6039,David,Sophie,76.0,Amiens,135000,134293,Courant,8746.5,Actif
6040,Martin,Louis,28.0,Reims,180000,93928,Courant,4238.29,Actif
6041,Dubois,Manon,30.0,Toulon,175000,85048,Courant,10476.38,Inactif
6042,Martin,Manon,60.0,Paris,2148000,73495,Premium,104997.44,Inactif
6043,Leroy,Emma,53.0,Brest,140000,99061,Courant,117030.0,Inactif
6044,Girard,Emma,21.0,Orléans,115000,128800,Premium,110548.89,Inactif
6045,Morel,Manon,39.0,Nice,340000,20117,Epargne,82880.92,Inactif
6046,Simon,Sophie,,Metz,120000,107868,Premium,72422.25,Actif
6047,Morel,Marie,70.0,Paris,2148000,58378,Premium,16266.08,Actif
6048,Durand,Sarah,64.0,Rennes,225000,35337,Premium,82786.07,Inactif
6049,GIRARD,Manon,75.0,Mulhouse,108000,82542,Epargne,57048.6,Actif
6050,David,Nathan,43.0,Strasbourg,290000,72525,Premium,8796.3,Actif
6051,Morel,Louis,28.0,Perpignan,120000,93687,Epargne,10069.55,Inactif
6052,Dupont,Chloe,79.0,Caen,110000,64834,Courant,16532.06,Actif
6053,Laurent,Camille,42.0,Mulhouse,108000,135444,Premium,4701.37,Inactif
6054,Robert,Lina,63.0,Angers,150000,112345,Epargne,22256.66,Actif
6055,Roux,Chloe,62.0,Nîmes,150000,141803,Epargne,29555.59,Actif
6056,Dupont,Luc,38.0,Villeurbanne,160000,63505,Premium,19577.71,Inactif
6057,Bertrand,Lucas,35.0,Bordeaux,260000,121710,Premium,39815.15,Inactif
6058,Girard,Lina,45.0,Angers,150000,37999,Epargne,46014.78,Inactif
6059,DAVID,Chloe,41.0,Clermont-Ferrand,145000,128601,Epargne,80751.36,Inactif
6060,Lefevre,Camille,76.0,Montpellier,300000,104766,Courant,21743.75,Actif
6061,Durand,Adam,30.0,Bordeaux,260000,34481,Premium,82404.02,Inactif
6062,Dupont,Camille,26.0,Amiens,135000,149121,Epargne,55007.09,Inactif
6063,Laurent,Pierre,50.0,Tours,135000,83968,Epargne,61280.64,Inactif
6064,Durand,Marie,48.0,Reims,180000,106779,Premium,75019.02,Inactif
6065,Simon,Lina,52.0,Marseille,870000,52643,Premium,78510.94,Actif
6066,Dubois,Camille,76.0,Brest,140000,132698,Premium,14924.4,Actif
6067,Bertrand,Manon,42.0,Brest,140000,74123,Premium,61779.08,Inactif
6068,Moreau,Lucas,73.0,Le Havre,165000,106841,Courant,63766.95,Actif
6069,Simon,Lina,28.0,Nîmes,150000,105637,Courant,44419.59,Actif
6070,Girard,Hugo,21.0,Nîmes,150000,102824,Premium,40876.41,Actif
6071,Dupont,Manon,22.0,Brest,140000,29458,Courant,112812.49,Inactif
6072,Girard,Camille,26.0,Nantes,320000,21801,Courant,495.02,Inactif
6073,Michel,Sarah,42.0,Montpellier,300000,37470,Courant,19539.65,Actif
6074,Girard,Lina,57.0,Orléans,115000,18017,Courant,50158.56,Actif
6075,Robert,Julie,31.0,Amiens,135000,32525,Epargne,34134.09,Inactif
6076,David,Marie,76.0,Toulon,175000,101811,Courant,68130.6,Inactif
6077,Girard,Luc,42.0,Angers,150000,28638,Premium,7180.64,Actif
6078,Robert,Chloe,23.0,Villeurbanne,160000,37633,Epargne,52687.46,Inactif
6079,Laurent,Manon,76.0,Metz,120000,101605,Courant,6211.51,Inactif
6080,Bernard,Tom,26.0,Rennes,225000,86982,Courant,36957.92,Inactif
6081,Laurent,Lucas,21.0,Angers,150000,145753,Courant,8795.98,Inactif
6082,Simon,Hugo,74.0,Nîmes,150000,19311,Epargne,11092.74,Actif
6083,Roux,Ines,35.0,Mulhouse,108000,122224,Premium,51221.47,Inactif
6084,Martin,Manon,18.0,Bordeaux,260000,26687,Courant,111397.85,Actif
6085,Fournier,Jean,44.0,Strasbourg,290000,57966,Courant,116312.65,Inactif
6086,Dupont,Camille,62.0,Tours,135000,20890,Courant,66784.03,Inactif
6087,Lefevre,Lina,75.0,Brest,140000,97271,Epargne,118659.21,Inactif
6088,Simon,Louis,70.0,Mulhouse,108000,40917,Premium,77904.38,Actif
6089,Leroy,Sophie,72.0,Reims,180000,69745,Courant,97943.99,Inactif
6090,Roux,Paul,37.0,Villeurbanne,160000,90834,Epargne,53189.94,Inactif
6091,Simon,Camille,49.0,Reims,180000,29194,Premium,97480.35,Inactif
6092,Petit,Ines,44.0,Strasbourg,290000,114337,Courant,102290.61,Inactif
6093,Laurent,Julie,55.0,Lyon,520000,85636,Premium,40359.43,Inactif
6094,Durand,Sarah,,Orléans,115000,46920,Courant,4185.83,Inactif
6095,Fournier,Pierre,53.0,Nîmes,150000,20302,Epargne,112077.3,Actif
6096,Roux,Louis,31.0,Orléans,115000,92137,Epargne,5508.4,Inactif
6097,Dubois,Emma,43.0,Tours,135000,144272,Courant,59569.61,Inactif
6098,Girard,Sarah,28.0,Strasbourg,290000,139400,Courant,1690.23,Actif
6099,Durand,Chloe,52.0,Clermont-Ferrand,145000,37149,Courant,8437.22,Inactif
6100,Lefevre,Hugo,30.0,Saint-Étienne,170000,122603,Premium,2929.89,Inactif
6101,Richard,Sophie,25.0,Reims,180000,99075,Courant,112669.71,Inactif
6102,Dubois,Lucas,35.0,Brest,140000,71421,Epargne,80717.27,Actif
6103,Girard,Adam,67.0,Toulon,175000,53104,Epargne,48812.17,Actif
6104,Laurent,Chloe,33.0,Paris,2148000,117794,Premium,11652.71,Actif
6105,LEFEVRE,Julie,47.0,Amiens,135000,44155,Epargne,82793.7,Inactif
6106,Bertrand,Paul,49.0,Rennes,225000,129980,Premium,75281.44,Actif
6107,Fournier,Manon,48.0,Rennes,225000,53470,Premium,71560.63,Inactif
6108,Bernard,Luc,44.0,Bordeaux,260000,41834,Epargne,39304.67,Actif
6109,Laurent,Tom,76.0,Strasbourg,290000,44000,Epargne,9251.8,Actif
6110,Lefevre,Camille,62.0,Clermont-Ferrand,145000,44679,Courant,15961.33,Inactif
6111,Richard,Chloe,64.0,Amiens,135000,117405,Premium,52880.3,Inactif
6112,Michel,Sophie,42.0,Perpignan,120000,79473,Courant,76232.15,Inactif
6113,David,Luc,19.0,Lille,235000,100655,Courant,106273.95,Inactif
6114,Leroy,Lucas,24.0,Clermont-Ferrand,145000,140807,Premium,53726.28,Inactif
6115,Leroy,Louis,25.0,Clermont-Ferrand,145000,121409,Courant,15902.67,Actif
6116,Richard,Pierre,49.0,Villeurbanne,160000,76772,Courant,61116.17,Inactif
6117,BERNARD,Chloe,71.0,Nice,340000,102497,Premium,53639.52,Actif
6118,DUPONT,Manon,62.0,Reims,180000,133059,Epargne,7314.4,Inactif
6119,David,Louis,37.0,Nantes,320000,104407,Epargne,32138.02,Actif
6120,Lefevre,Paul,46.0,Angers,150000,138509,Epargne,49040.23,Actif
6121,Martin,Sarah,60.0,Metz,120000,79168,Epargne,27697.74,Actif
6122,Girard,Paul,18.0,Reims,180000,25214,Epargne,8637.0,Actif
6123,Robert,Nathan,57.0,Orléans,115000,82943,Courant,39935.77,Inactif
6124,Fournier,Chloe,19.0,Strasbourg,290000,28892,Epargne,108135.59,Actif
6125,Bernard,Hugo,52.0,Orléans,115000,124089,Courant,44028.54,Inactif
6126,Morel,Louis,30.0,Saint-Étienne,170000,109733,Epargne,52201.4,Actif
6127,Martin,Luc,74.0,Clermont-Ferrand,145000,56041,Premium,101559.38,Actif
6128,Moreau,Lucas,69.0,Strasbourg,290000,79441,Premium,95741.08,Actif
6129,Michel,Emma,48.0,Clermont-Ferrand,145000,34920,Premium,101892.3,Inactif
6130,Bertrand,Pierre,44.0,Le Havre,165000,107794,Premium,108108.74,Actif
6131,Bernard,Adam,31.0,Angers,150000,140473,Courant,15884.15,Inactif
6132,Leroy,Emma,24.0,Paris,2148000,134823,Courant,51304.23,Inactif
6133,Michel,Jean,66.0,Amiens,135000,112106,Epargne,82495.08,Inactif
6134,Martin,Chloe,75.0,Amiens,135000,42727,Premium,58984.32,Actif
6135,Simon,Manon,78.0,Amiens,135000,21090,Premium,65402.41,Actif
6136,Fournier,Lina,45.0,Limoges,130000,133038,Epargne,56438.22,Inactif
6137,Michel,Lucas,29.0,Perpignan,120000,54116,Courant,13180.16,Inactif
6138,Lefevre,Lucas,68.0,Strasbourg,290000,94434,Epargne,84844.45,Inactif
6139,Simon,Pierre,51.0,Bordeaux,260000,108705,Courant,4894.52,Actif
6140,Roux,Chloe,38.0,Angers,150000,43132,Epargne,4459.9,Actif
6141,Durand,Chloe,38.0,Clermont-Ferrand,145000,122614,Courant,43979.66,Actif
6142,Bertrand,Chloe,29.0,Nîmes,150000,73356,Premium,4315.01,Inactif
6143,Roux,Chloe,79.0,Lyon,520000,26207,Premium,77815.61,Inactif
6144,Lefevre,Tom,53.0,Toulon,175000,89543,Premium,49027.82,Actif
6145,Simon,Adam,62.0,Lyon,520000,106810,Premium,79831.86,Inactif
6146,Robert,Emma,19.0,Grenoble,160000,25268,Courant,25537.66,Actif
6147,David,Tom,58.0,Orléans,115000,122067,Premium,15243.52,Actif
6148,Bernard,Chloe,48.0,Toulouse,490000,93986,Epargne,88558.34,Actif
6149,Robert,Camille,52.0,Strasbourg,290000,84185,Epargne,95182.3,Actif
6150,Roux,Camille,59.0,Saint-Étienne,170000,89880,Epargne,32578.96,Actif
6151,Fournier,Marie,56.0,Tours,135000,102685,Epargne,37741.47,Actif
6152,Durand,Hugo,50.0,Grenoble,160000,124609,Premium,88835.57,Inactif
6153,Fournier,Marie,46.0,Strasbourg,290000,142349,Premium,113282.98,Actif
6154,Lefevre,Jean,44.0,Rennes,225000,140397,Courant,24767.01,Actif
6155,Petit,Chloe,62.0,Brest,140000,139533,Courant,12097.09,Inactif
6156,Durand,Lucas,41.0,Nîmes,150000,70737,Premium,52042.59,Actif
6157,Dupont,Nathan,35.0,Nîmes,150000,46835,Epargne,30223.24,Actif
6158,Fournier,Hugo,65.0,Reims,180000,49118,Premium,66471.97,Inactif
6159,Dubois,Camille,76.0,Paris,2148000,96478,Courant,98721.63,Actif
6160,Martin,Julie,58.0,Lille,235000,22681,Courant,59108.55,Actif
6161,Dupont,Pierre,79.0,Dijon,155000,64944,Courant,104079.17,Inactif
6162,Bertrand,Lucas,63.0,Villeurbanne,160000,111391,Courant,82781.45,Actif
6163,Bertrand,Marie,74.0,Nice,340000,41679,Epargne,68754.23,Actif
6164,Petit,Camille,69.0,Bordeaux,260000,141360,Courant,91690.85,Inactif
6165,Bernard,Lucas,53.0,Paris,2148000,132553,Courant,28431.23,Inactif
6166,Michel,Luc,23.0,Tours,135000,140720,Epargne,17061.58,Actif
6167,Lefevre,Paul,45.0,Nice,340000,34002,Courant,88623.26,Actif
6168,Moreau,Ines,24.0,Villeurbanne,160000,87088,Epargne,86223.42,Actif
6169,David,Paul,70.0,Strasbourg,290000,147314,Courant,46489.72,Inactif
6170,Fournier,Emma,,Tours,135000,19244,Premium,76303.58,Actif
6171,Simon,Marie,20.0,Reims,180000,22913,Premium,40644.85,Inactif
6172,Dubois,Jean,43.0,Toulouse,490000,129767,Premium,16784.2,Actif
6173,Roux,Luc,43.0,Grenoble,160000,138506,Courant,118269.52,Inactif
6174,Michel,Nathan,63.0,Tours,135000,20812,Courant,3212.62,Actif
6175,Petit,Julie,63.0,Toulon,175000,133395,Epargne,112059.39,Inactif
6176,Richard,Pierre,48.0,Amiens,135000,119623,Courant,68714.82,Actif
6177,Laurent,Louis,49.0,Limoges,130000,138678,Courant,98732.94,Inactif
6178,Dupont,Adam,75.0,Nîmes,150000,70512,Courant,50121.82,Actif
6179,Leroy,Lucas,62.0,Montpellier,300000,110685,Epargne,62989.64,Inactif
6180,Fournier,Sophie,32.0,Le Havre,165000,61885,Courant,89141.28,Inactif
6181,Moreau,Julie,42.0,Angers,150000,88171,Courant,11365.64,Inactif
6182,Robert,Chloe,63.0,Dijon,155000,86639,Premium,100600.89,Actif
6183,Lefevre,Jean,23.0,Nîmes,150000,18887,Premium,19064.47,Actif
6184,Leroy,Nathan,37.0,Metz,120000,146108,Epargne,12054.26,Inactif
6185,Michel,Julie,33.0,Mulhouse,108000,125489,Courant,97295.29,Actif
6186,Moreau,Camille,56.0,Marseille,870000,24633,Courant,115305.04,Actif
6187,Bernard,Jean,49.0,Nîmes,150000,51906,Epargne,60892.5,Actif
6188,Laurent,Emma,,Marseille,870000,32237,Courant,45120.7,Inactif
6189,Morel,Adam,66.0,Limoges,130000,133939,Premium,115264.4,Inactif
6190,Martin,Lucas,32.0,Metz,120000,47044,Premium,9812.47,Actif
6191,MOREAU,Louis,75.0,Caen,110000,75100,Epargne,93231.38,Inactif
6192,Michel,Tom,52.0,Le Havre,165000,21529,Courant,90118.63,Actif
6193,Simon,Sophie,61.0,Perpignan,120000,28477,Epargne,35026.19,Actif
6194,Lefevre,Emma,45.0,Caen,110000,82679,Premium,117141.8,Actif
6195,Dubois,Jean,80.0,Amiens,135000,39495,Premium,22038.48,Actif
6196,Richard,Manon,30.0,Angers,150000,105709,Courant,17858.84,Inactif
6197,Lefevre,Lina,61.0,Tours,135000,64904,Premium,43406.68,Actif
6198,Bernard,Jean,36.0,Rennes,225000,34876,Premium,72145.14,Inactif
6199,Morel,Camille,32.0,Orléans,115000,64302,Premium,113889.1,Inactif
6200,Leroy,Tom,62.0,Le Havre,165000,103642,Courant,22287.08,Actif
6201,Petit,Tom,48.0,Villeurbanne,160000,107981,Courant,49524.74,Inactif
6202,Morel,Manon,79.0,Clermont-Ferrand,145000,59464,Premium,44831.37,Inactif
6203,Petit,Jean,68.0,Bordeaux,260000,82382,Courant,67258.01,Inactif
6204,Michel,Marie,37.0,Toulouse,490000,38582,Courant,95046.78,Actif
6205,Robert,Camille,23.0,Toulon,175000,23893,Epargne,87341.52,Inactif
6206,Martin,Adam,49.0,Bordeaux,260000,29924,Premium,75508.31,Actif
6207,Roux,Manon,66.0,Le Havre,165000,62869,Courant,110989.16,Inactif
6208,Durand,Julie,21.0,Paris,2148000,116781,Courant,43738.09,Inactif
6209,Leroy,Lucas,54.0,Angers,150000,140932,Premium,69924.36,Actif
6210,Petit,Lucas,39.0,Nice,340000,149873,Courant,11269.13,Actif
6211,Robert,Pierre,69.0,Orléans,115000,107719,Premium,88596.09,Inactif
6212,Fournier,Luc,18.0,Perpignan,120000,145116,Premium,106185.21,Actif
6213,Dupont,Jean,47.0,Nantes,320000,94069,Premium,80106.04,Actif
6214,Roux,Nathan,71.0,Saint-Étienne,170000,108493,Epargne,98793.5,Inactif
6215,Petit,Hugo,65.0,Dijon,155000,119692,Epargne,101585.73,Actif
6216,Morel,Hugo,36.0,Nantes,320000,58819,Epargne,19755.54,Inactif
6217,Moreau,Chloe,69.0,Tours,135000,136891,Premium,89064.52,Actif
6218,Roux,Jean,62.0,Amiens,135000,99080,Premium,13903.41,Inactif
6219,David,Julie,54.0,Nantes,320000,101171,Courant,54457.28,Inactif
6220,Lefevre,Tom,54.0,Grenoble,160000,74827,Courant,68555.53,Actif
6221,Lefevre,Marie,60.0,Nîmes,150000,68756,Epargne,15543.46,Inactif
6222,Bertrand,Emma,65.0,Montpellier,300000,47448,Courant,61077.72,Actif
6223,Bertrand,Tom,71.0,Le Havre,165000,64707,Premium,108312.91,Actif
6224,Michel,Sarah,65.0,Reims,180000,125551,Premium,111244.14,Actif
6225,David,Lina,52.0,Saint-Étienne,170000,118423,Premium,95195.0,Actif
6226,Durand,Manon,75.0,Marseille,870000,120286,Premium,27792.87,Inactif
6227,Petit,Sarah,65.0,Angers,150000,71538,Premium,115462.85,Actif
6228,Bernard,Sarah,45.0,Nîmes,150000,115445,Epargne,79491.52,Actif
6229,DAVID,Nathan,55.0,Limoges,130000,83057,Epargne,58332.2,Inactif
6230,Dubois,Camille,74.0,Montpellier,300000,66098,Premium,28939.7,Inactif
6231,Michel,Adam,52.0,Limoges,130000,53302,Epargne,40299.98,Inactif
6232,Martin,Lina,80.0,Paris,2148000,97081,Epargne,53503.99,Actif
6233,Richard,Jean,33.0,Bordeaux,260000,39405,Premium,32905.29,Inactif
6234,Laurent,Pierre,19.0,Nice,340000,108688,Premium,55427.16,Actif
6235,Michel,Lina,41.0,Toulon,175000,103218,Premium,70372.45,Actif
6236,Martin,Adam,36.0,Angers,150000,128281,Epargne,81064.18,Inactif
6237,Laurent,Sophie,20.0,Saint-Étienne,170000,49292,Epargne,24568.42,Actif
6238,Simon,Paul,69.0,Amiens,135000,95093,Premium,21638.97,Inactif
6239,Simon,Camille,38.0,Montpellier,300000,148264,Epargne,98375.39,Inactif
6240,Roux,Chloe,45.0,Lyon,520000,91283,Premium,80797.3,Inactif
6241,Durand,Manon,27.0,Rennes,225000,99084,Epargne,40702.68,Inactif
6242,David,Marie,76.0,Caen,110000,123967,Courant,99881.72,Inactif
6243,Roux,Nathan,20.0,Grenoble,160000,39493,Epargne,68226.25,Actif
6244,Simon,Julie,34.0,Marseille,870000,122415,Epargne,6657.94,Inactif
6245,Dubois,Marie,45.0,Paris,2148000,87504,Premium,81949.88,Actif
6246,David,Adam,66.0,Strasbourg,290000,40421,Epargne,94193.38,Inactif
6247,David,Camille,64.0,Villeurbanne,160000,55885,Courant,11393.14,Inactif
6248,Martin,Pierre,56.0,Nîmes,150000,30929,Courant,93947.35,Inactif
6249,Leroy,Louis,31.0,Nîmes,150000,126178,Premium,57905.94,Inactif
6250,Richard,Sophie,22.0,Brest,140000,65551,Epargne,10527.83,Actif
6251,MOREAU,Jean,78.0,Lyon,520000,40835,Courant,94101.05,Inactif
6252,Simon,Tom,59.0,Strasbourg,290000,26765,Premium,33169.37,Actif
6253,Morel,Chloe,35.0,Marseille,870000,95448,Courant,85624.64,Actif
6254,Dubois,Chloe,67.0,Reims,180000,137956,Epargne,5256.83,Actif
6255,David,Lina,50.0,Paris,2148000,39694,Courant,96009.14,Inactif
6256,Simon,Luc,29.0,Nice,340000,93574,Courant,13124.89,Actif
6257,David,Luc,46.0,Brest,140000,39707,Epargne,72507.94,Actif
6258,Roux,Sophie,71.0,Strasbourg,290000,72577,Epargne,66047.29,Inactif
6259,Roux,Sarah,77.0,Brest,140000,139358,Premium,55966.43,Actif
6260,Robert,Ines,21.0,Strasbourg,290000,119109,Courant,87036.71,Inactif
6261,Martin,Sarah,33.0,Villeurbanne,160000,118055,Courant,6839.22,Actif
6262,Martin,Adam,37.0,Nîmes,150000,48704,Courant,97530.42,Actif
6263,Lefevre,Paul,47.0,Metz,120000,28591,Epargne,114903.39,Inactif
6264,Robert,Tom,71.0,Reims,180000,88386,Courant,19172.14,Actif
6265,Michel,Chloe,20.0,Nantes,320000,131275,Premium,33709.93,Inactif
6266,Morel,Manon,66.0,Le Havre,165000,53306,Courant,5408.85,Inactif
6267,Petit,Julie,76.0,Villeurbanne,160000,133614,Epargne,10686.0,Inactif
6268,Bertrand,Jean,20.0,Villeurbanne,160000,148549,Epargne,83721.59,Inactif
6269,Petit,Manon,65.0,Limoges,130000,57711,Premium,9299.15,Actif
6270,Dupont,Chloe,29.0,Perpignan,120000,32176,Courant,29872.45,Actif
6271,Lefevre,Chloe,29.0,Bordeaux,260000,71915,Epargne,65594.02,Actif
6272,Leroy,Manon,29.0,Marseille,870000,130485,Courant,89738.92,Inactif
6273,Fournier,Paul,18.0,Nantes,320000,36922,Premium,112138.38,Inactif
6274,Bernard,Luc,33.0,Orléans,115000,67439,Premium,10377.17,Actif
6275,Durand,Jean,,Clermont-Ferrand,145000,88641,Premium,3658.04,Inactif
6276,Robert,Luc,58.0,Reims,180000,81322,Premium,16273.63,Inactif
6277,Laurent,Julie,51.0,Montpellier,300000,78581,Courant,102495.14,Inactif
6278,Morel,Jean,27.0,Toulon,175000,102929,Epargne,32289.68,Inactif
6279,Petit,Jean,54.0,Grenoble,160000,70796,Courant,105080.7,Inactif
6280,Moreau,Luc,76.0,Marseille,870000,58920,Premium,18728.61,Inactif
6281,BERTRAND,Sophie,32.0,Rennes,225000,39677,Premium,39109.84,Inactif
6282,Bernard,Ines,,Brest,140000,28411,Courant,104464.08,Inactif
6283,Bernard,Ines,60.0,Caen,110000,106195,Premium,8696.7,Inactif
6284,Richard,Marie,68.0,Montpellier,300000,82901,Premium,4312.67,Actif
6285,Bertrand,Chloe,22.0,Dijon,155000,24532,Premium,93034.48,Actif
6286,RICHARD,Chloe,46.0,Orléans,115000,87919,Epargne,51324.62,Inactif
6287,Dubois,Nathan,23.0,Saint-Étienne,170000,62455,Premium,31245.1,Inactif
6288,Dubois,Sarah,53.0,Mulhouse,108000,117148,Epargne,93836.01,Actif
6289,Girard,Emma,54.0,Lille,235000,94935,Courant,77935.37,Inactif
